run,config,survivors,round,n_active,avg_price
1,"['Q-Learner', 'Q-Learner', 'Greedy', 'Random']",['Greedy'],89,3,1.3571426666666666
1,"['Q-Learner', 'Q-Learner', 'Greedy', 'Random']",['Greedy'],90,3,1.238095
1,"['Q-Learner', 'Q-Learner', 'Greedy', 'Random']",['Greedy'],91,3,1.2619049999999998
1,"['Q-Learner', 'Q-Learner', 'Greedy', 'Random']",['Greedy'],92,3,1.1904763333333335
1,"['Q-Learner', 'Q-Learner', 'Greedy', 'Random']",['Greedy'],93,3,1.1904763333333335
1,"['Q-Learner', 'Q-Learner', 'Greedy', 'Random']",['Greedy'],94,3,1.3095236666666665
1,"['Q-Learner', 'Q-Learner', 'Greedy', 'Random']",['Greedy'],95,3,1.190476
1,"['Q-Learner', 'Q-Learner', 'Greedy', 'Random']",['Greedy'],96,3,1.5238096666666667
1,"['Q-Learner', 'Q-Learner', 'Greedy', 'Random']",['Greedy'],97,3,1.261904666666667
1,"['Q-Learner', 'Q-Learner', 'Greedy', 'Random']",['Greedy'],98,3,1.2142856666666668
1,"['Q-Learner', 'Q-Learner', 'Greedy', 'Random']",['Greedy'],99,3,1.547619
1,"['Q-Learner', 'Q-Learner', 'Greedy', 'Random']",['Greedy'],100,3,1.3809523333333333
1,"['Q-Learner', 'Q-Learner', 'Greedy', 'Random']",['Greedy'],101,2,1.4642855
1,"['Q-Learner', 'Q-Learner', 'Greedy', 'Random']",['Greedy'],102,2,1.6428574999999999
1,"['Q-Learner', 'Q-Learner', 'Greedy', 'Random']",['Greedy'],103,2,1.2857145
1,"['Q-Learner', 'Q-Learner', 'Greedy', 'Random']",['Greedy'],104,2,1.107143
1,"['Q-Learner', 'Q-Learner', 'Greedy', 'Random']",['Greedy'],105,2,1.1785714999999999
1,"['Q-Learner', 'Q-Learner', 'Greedy', 'Random']",['Greedy'],106,2,1.5
1,"['Q-Learner', 'Q-Learner', 'Greedy', 'Random']",['Greedy'],107,2,1.785714
1,"['Q-Learner', 'Q-Learner', 'Greedy', 'Random']",['Greedy'],108,2,1.8214285000000001
1,"['Q-Learner', 'Q-Learner', 'Greedy', 'Random']",['Greedy'],109,2,1.9285714999999999
1,"['Q-Learner', 'Q-Learner', 'Greedy', 'Random']",['Greedy'],110,2,1.785714
1,"['Q-Learner', 'Q-Learner', 'Greedy', 'Random']",['Greedy'],111,2,1.6428574999999999
1,"['Q-Learner', 'Q-Learner', 'Greedy', 'Random']",['Greedy'],112,2,1.3214285000000001
1,"['Q-Learner', 'Q-Learner', 'Greedy', 'Random']",['Greedy'],113,2,1.2857145
1,"['Q-Learner', 'Q-Learner', 'Greedy', 'Random']",['Greedy'],114,2,1.75
1,"['Q-Learner', 'Q-Learner', 'Greedy', 'Random']",['Greedy'],115,2,1.642857
1,"['Q-Learner', 'Q-Learner', 'Greedy', 'Random']",['Greedy'],116,2,1.3214285000000001
1,"['Q-Learner', 'Q-Learner', 'Greedy', 'Random']",['Greedy'],117,2,1.4642855
1,"['Q-Learner', 'Q-Learner', 'Greedy', 'Random']",['Greedy'],118,2,1.5
1,"['Q-Learner', 'Q-Learner', 'Greedy', 'Random']",['Greedy'],119,2,1.214286
1,"['Q-Learner', 'Q-Learner', 'Greedy', 'Random']",['Greedy'],120,2,1.357143
1,"['Q-Learner', 'Q-Learner', 'Greedy', 'Random']",['Greedy'],121,2,1.785714
1,"['Q-Learner', 'Q-Learner', 'Greedy', 'Random']",['Greedy'],122,2,1.607143
1,"['Q-Learner', 'Q-Learner', 'Greedy', 'Random']",['Greedy'],123,2,1.142857
