run,round,n_agents,config,agent,agent_idx,price,profit,avg_market_price
0,68,3,"['Q-Learner', 'Q-Learner', 'Q-Learner']",Q-Learner,1,1.714286,0.23809533333333333,1.7142860000000002
0,68,3,"['Q-Learner', 'Q-Learner', 'Q-Learner']",Q-Learner,2,1.714286,0.23809533333333333,1.7142860000000002
0,69,3,"['Q-Learner', 'Q-Learner', 'Q-Learner']",Q-Learner,0,1.785714,0.2619046666666667,1.7857139999999998
0,69,3,"['Q-Learner', 'Q-Learner', 'Q-Learner']",Q-Learner,1,1.785714,0.2619046666666667,1.7857139999999998
0,69,3,"['Q-Learner', 'Q-Learner', 'Q-Learner']",Q-Learner,2,1.785714,0.2619046666666667,1.7857139999999998
0,70,3,"['Q-Learner', 'Q-Learner', 'Q-Learner']",Q-Learner,0,1.428571,0.142857,1.428571
0,70,3,"['Q-Learner', 'Q-Learner', 'Q-Learner']",Q-Learner,1,1.428571,0.142857,1.428571
0,70,3,"['Q-Learner', 'Q-Learner', 'Q-Learner']",Q-Learner,2,1.428571,0.142857,1.428571
0,71,3,"['Q-Learner', 'Q-Learner', 'Q-Learner']",Q-Learner,0,1.857143,0.2857143333333333,1.857143
0,71,3,"['Q-Learner', 'Q-Learner', 'Q-Learner']",Q-Learner,1,1.857143,0.2857143333333333,1.857143
0,71,3,"['Q-Learner', 'Q-Learner', 'Q-Learner']",Q-Learner,2,1.857143,0.2857143333333333,1.857143
0,72,3,"['Q-Learner', 'Q-Learner', 'Q-Learner']",Q-Learner,0,1.428571,0.142857,1.428571
0,72,3,"['Q-Learner', 'Q-Learner', 'Q-Learner']",Q-Learner,1,1.428571,0.142857,1.428571
0,72,3,"['Q-Learner', 'Q-Learner', 'Q-Learner']",Q-Learner,2,1.428571,0.142857,1.428571
0,73,3,"['Q-Learner', 'Q-Learner', 'Q-Learner']",Q-Learner,0,1.857143,0.2857143333333333,1.857143
0,73,3,"['Q-Learner', 'Q-Learner', 'Q-Learner']",Q-Learner,1,1.857143,0.2857143333333333,1.857143
0,73,3,"['Q-Learner', 'Q-Learner', 'Q-Learner']",Q-Learner,2,1.857143,0.2857143333333333,1.857143
0,74,3,"['Q-Learner', 'Q-Learner', 'Q-Learner']",Q-Learner,0,1.214286,0.07142866666666665,1.214286
0,74,3,"['Q-Learner', 'Q-Learner', 'Q-Learner']",Q-Learner,1,1.214286,0.07142866666666665,1.214286
0,74,3,"['Q-Learner', 'Q-Learner', 'Q-Learner']",Q-Learner,2,1.214286,0.07142866666666665,1.214286
0,75,3,"['Q-Learner', 'Q-Learner', 'Q-Learner']",Q-Learner,0,1.071429,0.023809666666666653,1.071429
0,75,3,"['Q-Learner', 'Q-Learner', 'Q-Learner']",Q-Learner,1,1.071429,0.023809666666666653,1.071429
0,75,3,"['Q-Learner', 'Q-Learner', 'Q-Learner']",Q-Learner,2,1.071429,0.023809666666666653,1.071429
